"","EmployeeID","Jan_avg_workhours","Feb_avg_workhours","Mar_avg_workhours","Apr_avg_workhours","May_avg_workhours","Jun_avg_workhours","Jul_avg_workhours","Aug_avg_workhours","Sep_avg_workhours","Oct_avg_workhours","Nov_avg_workhours","Dec_avg_workhours"
"3548","3548",7.5,7.4,7.4,7.5,7.6,7.5,7.4,7.4,7.5,7.6,7.5,7.5
"3549","3549",6.8,6.8,6.8,6.8,6.9,6.7,6.9,6.8,6.7,6.8,6.8,6.8
"3550","3550",7.2,7.2,7,7.1,7.1,7.2,7.2,7.2,7.2,7.3,7.2,7.2
"3551","3551",7.2,7.2,7.2,7.2,7.1,7.1,7.3,7.1,7.2,7.1,7.1,7.1
"3552","3552",7.3,7.2,7.3,7.4,7.3,7.3,7.3,7.2,7.3,7.3,7.3,7.3
"3553","3553",8.5,8.5,8.4,8.5,8.6,8.5,8.3,8.5,8.5,8.6,8.5,8.4
"3554","3554",6.6,6.6,6.5,6.6,6.6,6.6,6.6,6.7,6.6,6.7,6.7,6.5
"3555","3555",6,6,6.1,6,6,6,6,5.9,5.9,6,6.1,6.1
"3556","3556",6.5,6.6,6.6,6.6,6.7,6.7,6.7,6.6,6.6,6.6,6.6,6.6
"3557","3557",5.9,6,6,6.1,6.1,6.1,6,6.1,5.9,6.1,6,6
"3558","3558",7.6,7.6,7.6,7.6,7.5,7.6,7.5,7.7,7.6,7.7,7.7,7.6
"3559","3559",6.3,6.4,6.3,6.4,6.4,6.2,6.4,6.2,6.2,6.3,6.3,6.2
"3560","3560",6.3,6.1,6.3,6.1,6.2,6.3,6.2,6.2,6.2,6.3,6.2,6.2
"3561","3561",7.5,7.5,7.4,7.4,7.4,7.5,7.5,7.6,7.5,7.4,7.6,7.5
"3562","3562",8.6,8.7,8.6,8.7,8.6,8.7,8.6,8.6,8.5,8.5,8.7,8.5
"3563","3563",7.3,7.2,7.3,7.4,7.3,7.2,7.2,7.3,7.3,7.3,7.4,7.3
"3564","3564",8.4,8.4,8.5,8.4,8.4,8.4,8.4,8.4,8.4,8.3,8.4,8.5
"3565","3565",8,8,8.1,8,8,8,8.1,7.9,8,8.1,7.8,7.9
"3566","3566",6,6.1,6.1,6.2,6.2,6.2,6.1,6,6.2,6.1,6.1,6.2
"3567","3567",7.2,7.4,7.3,7.3,7.3,7.4,7.4,7.3,7.4,7.3,7.3,7.4
"3568","3568",7.9,8,8.1,8,8.1,7.9,8.1,8.1,8,8,7.9,8
"3569","3569",9.1,9.2,9.2,9.2,9.3,9.2,9.2,9.2,9,9.2,9.2,9.2
"3570","3570",9.4,9.4,9.6,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.3,9.4
"3571","3571",9.8,9.7,10,9.7,9.8,9.7,9.8,9.9,9.9,9.8,9.7,9.8
"3572","3572",9.3,9.1,9.1,9.1,9.1,9.2,9.2,9.2,9.2,9.1,9.2,9.2
"3573","3573",6.3,6.4,6.4,6.3,6.3,6.2,6.3,6.2,6.4,6.2,6.2,6.3
"3574","3574",6.2,6,6.1,6.1,6,6,6,6,5.9,6.1,6.1,5.9
"3575","3575",8.5,8.4,8.4,8.4,8.5,8.3,8.4,8.5,8.5,8.4,8.4,8.3
"3576","3576",7.3,7.4,7.2,7.4,7.4,7.4,7.4,7.3,7.4,7.3,7.4,7.4
"3577","3577",7.7,7.7,7.7,7.6,7.8,7.7,7.6,7.7,7.8,7.7,7.7,7.6
"3578","3578",8.6,8.5,8.5,8.7,8.7,8.6,8.6,8.6,8.5,8.7,8.7,8.6
"3579","3579",7.3,7.4,7.3,7.4,7.2,7.5,7.2,7.3,7.4,7.3,7.3,7.1
"3580","3580",7.3,7.4,7.4,7.3,7.4,7.3,7.3,7.4,7.4,7.4,7.3,7.4
"3581","3581",6.7,6.5,6.6,6.7,6.6,6.6,6.5,6.6,6.6,6.5,6.4,6.5
"3582","3582",6.7,6.7,6.8,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.6,6.7
"3583","3583",6,6.1,6.1,6.1,6,6,6.1,6.1,6.1,6,5.9,6.1
"3584","3584",5.9,6.1,6,6.1,6.1,6.2,6.1,6.2,6.1,6.1,6.1,6.1
"3585","3585",8,8,7.9,7.9,8,8,8,8,8,7.9,7.9,8
"3586","3586",8.8,8.8,8.7,8.9,8.8,8.8,8.8,8.6,8.9,8.8,8.7,8.8
"3587","3587",6.1,6.2,6.1,6.3,6.1,6.2,6.1,6.1,6.1,6.2,6.2,6.2
"3588","3588",6.7,7,6.9,6.8,6.9,6.9,6.8,7,6.9,6.8,6.9,6.9
"3589","3589",6,6,6,6,6.2,6.1,6.1,5.9,6,5.9,6,5.9
"3590","3590",7.1,7,7.2,7.1,6.9,7,7,7,7,7,7,7
"3591","3591",11,11,11,11,11,11,11,11,11,11,11,11
"3592","3592",11,11,11,11,11,11,11,11,11,11,11,11
"3593","3593",7.5,7.4,7.6,7.5,7.5,7.5,7.5,7.4,7.4,7.5,7.5,7.5
"3594","3594",9.2,9.3,9.3,9.3,9.2,9.3,9.2,9.2,9.3,9.2,9.1,9.2
"3595","3595",8.7,8.7,8.8,8.7,8.7,8.8,8.6,8.5,8.8,8.7,8.7,8.7
"3596","3596",9.8,9.8,9.9,10,10,9.9,10,9.8,10,9.9,9.9,10
"3597","3597",9.6,9.7,9.5,9.6,9.5,9.5,9.5,9.6,9.6,9.6,9.6,9.7
"3598","3598",7.5,7.5,7.6,7.5,7.6,7.6,7.5,7.6,7.5,7.7,7.6,7.6
"3599","3599",6.7,6.9,6.9,7,6.9,7,6.9,7,6.9,6.8,6.8,6.9
"3600","3600",8.8,9,8.9,9,9,8.9,8.8,8.9,9,8.8,8.8,9
"3601","3601",11,11,11,11,11,11,11,11,11,11,11,11
"3602","3602",6.6,6.7,6.6,6.6,6.5,6.6,6.6,6.7,6.6,6.6,6.6,6.6
"3603","3603",6.8,6.8,6.7,6.8,6.7,6.7,6.8,6.9,6.8,6.9,6.8,6.9
"3604","3604",10,10,10,10,10,10,10,10,10,10,11,11
"3605","3605",7.9,7.8,7.8,7.7,7.9,7.8,7.9,7.8,7.8,7.9,7.7,7.8
"3606","3606",7.6,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.4,7.5
"3607","3607",10,10,10,10,10,11,11,11,11,10,11,11
"3608","3608",9.5,9.4,9.3,9.3,9.5,9.4,9.3,9.4,9.4,9.4,9.4,9.4
"3609","3609",6.4,6.4,6.4,6.4,6.3,6.4,6.4,6.4,6.4,6.4,6.3,6.4
"3610","3610",11,11,11,11,11,11,11,11,10,11,11,11
"3611","3611",5.9,6.1,5.9,6,6,6.1,6,6.1,6,6,6.1,6
"3612","3612",9.6,9.8,9.6,9.6,9.7,9.8,9.6,9.7,9.8,9.7,9.7,9.7
"3613","3613",7,7,6.9,6.9,7,7,7.1,7,6.9,7,7,7.1
"3614","3614",9.6,9.5,9.6,9.5,9.4,9.5,9.6,9.5,9.6,9.7,9.6,9.4
"3615","3615",8.3,8.4,8.5,8.6,8.5,8.4,8.4,8.4,8.3,8.3,8.5,8.4
"3616","3616",6.8,6.8,7,6.8,6.7,6.9,6.8,6.9,6.9,6.8,6.9,6.8
"3617","3617",8.1,8.1,8,8,8.1,8,7.9,8,8,8.1,8.1,8
"3618","3618",6.8,6.8,6.8,6.9,6.8,6.8,6.9,6.6,6.8,6.8,6.7,6.9
"3619","3619",6,6.1,6.1,6,6.1,6,6.1,6,5.8,6,5.9,5.9
"3620","3620",8.4,8.4,8.3,8.5,8.4,8.4,8.5,8.4,8.5,8.4,8.4,8.4
"3621","3621",5.9,6.1,6.1,6,6.1,6,6,6,6,5.9,6,6
"3622","3622",6.4,6.5,6.6,6.5,6.5,6.5,6.3,6.6,6.5,6.4,6.5,6.4
"3623","3623",7.7,7.7,7.7,7.8,7.5,7.6,7.7,7.8,7.7,7.8,7.7,7.7
"3624","3624",6.3,6.2,6.3,6.2,6.2,6.2,6.3,6.2,6.2,6.2,6.1,6.2
"3625","3625",6.7,6.7,6.7,6.8,6.7,6.7,6.6,6.6,6.8,6.7,6.7,6.7
"3626","3626",7.8,7.7,7.7,7.7,7.7,7.6,7.7,7.6,7.7,7.7,7.8,7.6
"3627","3627",7.9,8.1,7.9,8,8.1,8,8,8,8,8.1,8,7.9
"3628","3628",10,10,10,10,10,10,11,10,10,10,10,10
"3629","3629",9.9,9.8,9.8,9.8,9.8,9.8,9.7,9.9,9.7,9.8,9.8,9.9
"3630","3630",10,10,10,10,10,10,10,10,10,10,10,10
"3631","3631",10,10,10,10,10,10,10,10,10,10,10,10
"3632","3632",6.1,6,6.1,6,5.9,6,6,6,5.9,5.9,6,6
"3633","3633",10,10,10,10,10,10,10,10,10,10,10,10
"3634","3634",7.8,7.9,7.9,7.8,7.6,7.8,7.7,7.8,7.8,7.8,7.8,7.8
"3635","3635",9,9.1,9.1,9,9,9.2,9,9,9,9.1,9.1,9.1
"3636","3636",6,6,6,6.1,5.9,6,6.1,6,6.2,6,6.1,6
"3637","3637",9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.6,9.7
"3638","3638",6.6,6.6,6.7,6.6,6.5,6.6,6.6,6.6,6.6,6.5,6.6,6.6
"3639","3639",8,8,7.8,8,7.9,8,8,8,7.9,7.9,7.9,8
"3640","3640",7.2,7.2,7.3,7.2,7.2,7.3,7.3,7.1,7.3,7.2,7.3,7.3
"3641","3641",7.5,7.5,7.4,7.4,7.3,7.4,7.4,7.5,7.5,7.4,7.4,7.4
"3642","3642",6,6.1,6,6,5.9,6.1,6,5.9,6,6.1,6,6.1
"3643","3643",7.6,7.7,7.7,7.7,7.8,7.7,7.6,7.6,7.7,7.7,7.7,7.7
"3644","3644",9.5,9.5,9.5,9.5,9.5,9.5,9.6,9.5,9.6,9.6,9.6,9.5
"3645","3645",9.6,9.6,9.4,9.5,9.5,9.5,9.6,9.5,9.5,9.5,9.5,9.4
"3646","3646",6.5,6.7,6.6,6.7,6.6,6.7,6.6,6.7,6.6,6.6,6.5,6.5
"3647","3647",7.3,7.3,7.2,7.2,7.3,7.2,7.2,7.2,7.2,7.2,7.2,7.3
"3648","3648",6.3,6.3,6.4,6.3,6.3,6.5,6.4,6.4,6.4,6.4,6.3,6.3
"3649","3649",8.5,8.6,8.6,8.5,8.5,8.5,8.5,8.4,8.6,8.5,8.4,8.6
"3650","3650",6,6.2,6.1,6.1,6,6.1,6.1,5.9,6,6.1,6.2,6.1
"3651","3651",6.2,6.1,6.1,6.1,6.2,6.2,6,6.2,6.2,6.2,6.1,6.1
"3652","3652",7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.7,7.6,7.6,7.7,7.7
"3653","3653",7.1,7.1,7,7.1,7.1,7.1,7.1,7,7.1,7.1,7.1,7.1
"3654","3654",7.4,7.4,7.5,7.5,7.6,7.5,7.5,7.5,7.5,7.5,7.4,7.5
"3655","3655",7.8,8,7.9,7.9,8,7.9,7.8,8,7.9,7.9,7.8,7.9
"3656","3656",7.2,7.3,7.3,7.2,7.3,7.2,7.2,7.2,7.2,7.4,7.3,7.2
"3657","3657",7.3,7.4,7.5,7.4,7.5,7.4,7.5,7.3,7.4,7.4,7.5,7.6
"3658","3658",8.6,8.7,8.7,8.7,8.6,8.6,8.8,8.6,8.7,8.6,8.7,8.5
"3659","3659",10,10,10,10,10,10,10,10,10,10,10,10
"3660","3660",6.3,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.3,6.5,6.3
"3661","3661",6.5,6.5,6.6,6.6,6.5,6.6,6.5,6.5,6.6,6.4,6.4,6.5
"3662","3662",7.1,7.1,7.1,7.1,7.2,7.2,7.2,7.3,7.1,7.2,7.1,7.2
"3663","3663",7.6,7.6,7.7,7.8,7.7,7.8,7.7,7.8,7.6,7.8,7.7,7.7
"3664","3664",9.2,9,9.1,9.2,9,8.9,9.1,9.2,9,9.2,9,9
"3665","3665",6.5,6.4,6.6,6.5,6.4,6.3,6.5,6.4,6.5,6.3,6.5,6.5
"3666","3666",7.9,7.9,7.9,7.8,7.9,7.8,7.9,7.8,7.8,8,7.9,8
"3667","3667",6.7,6.5,6.7,6.7,6.7,6.6,6.7,6.8,6.8,6.7,6.8,6.6
"3668","3668",11,11,11,11,11,11,11,11,11,11,11,11
"3669","3669",10,10,10,10,10,10,10,10,10,10,10,10
"3670","3670",6.9,7.1,7.1,7.2,7,7,7.3,7,7,7.1,7.1,7
"3671","3671",11,11,11,11,11,11,11,11,11,11,11,11
"3672","3672",10,11,10,10,10,10,10,10,10,10,10,10
"3673","3673",7.7,7.8,7.8,7.7,7.8,7.7,7.8,7.7,7.9,7.8,7.8,7.7
"3674","3674",10,10,10,10,10,10,10,10,10,10,10,10
"3675","3675",6.6,6.6,6.6,6.6,6.4,6.7,6.5,6.5,6.6,6.6,6.7,6.7
"3676","3676",7.2,7.2,7.3,7,7.2,7.2,7.1,7.3,7.3,7.1,7.3,7.1
"3677","3677",9.1,9.1,9.3,9,9.1,9.2,9.2,9.2,9.1,9.1,9.2,9.2
"3678","3678",9.7,9.7,9.5,9.7,9.6,9.7,9.6,9.6,9.8,9.7,9.7,9.6
"3679","3679",10,10,10,10,10,10,10,10,10,10,10,10
"3680","3680",10,10,10,9.9,10,10,9.9,9.9,9.9,10,10,10
"3681","3681",6.2,6.2,6.3,6.4,6.3,6.2,6.3,6.2,6.3,6.2,6.3,6.3
"3682","3682",6.2,6.3,6,6.1,6,6.2,6.1,6.2,6.3,6.1,6,6.2
"3683","3683",6.5,6.6,6.5,6.5,6.4,6.4,6.6,6.5,6.5,6.3,6.5,6.5
"3684","3684",7.5,7.6,7.5,7.5,7.6,7.5,7.6,7.6,7.3,7.6,7.6,7.5
"3685","3685",7.7,7.8,7.8,7.8,7.6,7.6,7.7,7.6,7.7,7.7,7.9,7.7
"3686","3686",8.1,8,8.1,8.1,8,7.9,7.9,7.9,8,7.9,8,8.1
"3687","3687",6.9,6.9,6.8,6.8,6.8,6.8,6.7,6.8,6.8,6.9,6.8,6.7
"3688","3688",6.1,6.3,6.2,6.1,6.3,6.2,6.3,6.2,6.2,6.2,6.1,6.3
"3689","3689",7.1,7.1,7.1,7.2,7.1,7.2,7.2,7.2,7.2,7.1,7.3,7
"3690","3690",8.6,8.6,8.7,8.7,8.7,8.6,8.6,8.6,8.5,8.5,8.6,8.7
"3691","3691",6.2,6.2,6.3,6.2,6.2,6.2,6.2,6,6.3,6.2,6.3,6.2
"3692","3692",11,11,11,11,11,11,11,11,11,10,11,11
"3693","3693",7.4,7.5,7.6,7.5,7.5,7.5,7.4,7.5,7.6,7.5,7.5,7.5
"3694","3694",9.4,9.3,9.5,9.3,9.5,9.4,9.4,9.3,9.4,9.4,9.3,9.4
"3695","3695",7.3,7.2,7.2,7.3,7.3,7.3,7.3,7.2,7.2,7.3,7.3,7.2
"3696","3696",7.5,7.5,7.5,7.5,7.4,7.4,7.5,7.4,7.6,7.5,7.5,7.4
"3697","3697",7.3,7.3,7.2,7.3,7.3,7.3,7.2,7.3,7.3,7.4,7.3,7.3
"3698","3698",7.7,7.7,7.6,7.6,7.6,7.6,7.7,7.6,7.6,7.6,7.4,7.6
"3699","3699",8.1,8.1,8.1,8,7.9,8,8,7.9,8,8,8,8
"3700","3700",7.3,7.2,7.2,7.1,7.2,7.2,7.2,7.2,7.2,7.1,7.2,7.1
"3701","3701",6.5,6.3,6.2,6.3,6.4,6.2,6.4,6.2,6.4,6.2,6.1,6.3
"3702","3702",7.2,7.2,7.3,7.3,7.3,7.2,7.4,7.3,7.2,7.3,7.3,7.2
"3703","3703",7.8,7.8,7.8,7.8,7.8,7.9,7.8,7.8,7.7,7.9,7.9,7.8
"3704","3704",7.2,7.3,7.3,7.3,7.2,7.1,7.2,7.2,7.3,7.1,7.2,7.2
"3705","3705",7.6,7.6,7.5,7.6,7.5,7.7,7.6,7.5,7.5,7.5,7.6,7.6
"3706","3706",6.7,6.7,6.7,6.8,6.5,6.6,6.6,6.6,6.7,6.5,6.6,6.6
"3707","3707",6.3,6.4,6.2,6.3,6.3,6.4,6.3,6.3,6.4,6.3,6.4,6.3
"3708","3708",9.6,9.7,9.8,9.7,9.6,9.7,9.8,9.6,9.8,9.7,9.7,9.7
"3709","3709",7.4,7.5,7.5,7.7,7.5,7.5,7.5,7.5,7.4,7.6,7.7,7.5
"3710","3710",6,6.1,6.1,6.1,6.2,6,6.2,6,6.1,6.2,6.1,6.1
"3711","3711",10,10,11,10,11,10,10,10,11,11,10,11
"3712","3712",6.4,6.3,6.4,6.4,6.4,6.4,6.4,6.5,6.4,6.4,6.5,6.4
"3713","3713",6.6,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.6,6.6,6.6,6.7
"3714","3714",6.7,6.6,6.8,6.7,6.7,6.6,6.6,6.7,6.7,6.8,6.8,6.7
"3715","3715",9.4,9.3,9.4,9.4,9.3,9.4,9.3,9.3,9.4,9.3,9.4,9.4
"3716","3716",6.8,6.8,6.8,6.8,6.9,6.9,6.9,6.8,6.7,6.8,6.7,6.9
"3717","3717",11,10,10,11,10,11,10,10,10,10,10,10
"3718","3718",6.7,6.7,6.8,6.6,6.7,6.7,6.6,6.7,6.7,6.7,6.7,6.7
"3719","3719",10,10,10,10,10,10,10,10,10,10,10,10
"3720","3720",11,10,11,11,11,11,11,11,11,11,11,11
"3721","3721",7.2,7.1,7,7.1,7.1,7,7.1,7.1,7.1,7,7.1,7.1
"3722","3722",7.3,7.4,7.4,7.6,7.4,7.5,7.4,7.4,7.4,7.4,7.3,7.4
"3723","3723",8,8.1,8,8,8,8,8,8.1,8.1,7.9,8,8
"3724","3724",6.5,6.4,6.5,6.5,6.4,6.6,6.5,6.5,6.5,6.5,6.4,6.5
"3725","3725",6.6,6.7,6.5,6.6,6.6,6.5,6.6,6.6,6.7,6.6,6.6,6.6
"3726","3726",6.8,6.9,6.9,7,6.9,6.8,6.9,6.8,6.9,6.8,6.9,6.9
"3727","3727",6.9,6.9,6.7,6.9,6.7,6.8,6.8,6.7,6.8,6.9,6.9,6.8
"3728","3728",6.6,6.5,6.4,6.5,6.5,6.4,6.5,6.6,6.4,6.4,6.5,6.4
"3729","3729",6.9,6.9,6.9,6.8,6.8,6.9,6.9,6.9,7,6.9,6.8,6.8
"3730","3730",7.4,7.3,7.3,7.3,7.3,7.4,7.3,7.4,7.4,7.4,7.3,7.2
"3731","3731",7,6.9,6.9,6.8,6.8,6.9,6.9,6.8,6.9,6.9,6.9,6.9
"3732","3732",6.1,6.2,6.2,6.2,6.1,6,5.9,6.1,6.1,6.2,6.1,6.1
"3733","3733",7.4,7.3,7.3,7.4,7.4,7.2,7.2,7.3,7.2,7.2,7.3,7.1
"3734","3734",7.6,7.6,7.6,7.5,7.6,7.5,7.4,7.6,7.6,7.7,7.6,7.7
"3735","3735",6.1,6.1,6.1,6.1,6.1,6.2,6.1,6.1,6,6.2,6.3,6
"3736","3736",7.6,7.7,7.6,7.5,7.6,7.6,7.4,7.6,7.6,7.4,7.6,7.6
"3737","3737",6.9,6.9,6.8,7,6.7,6.9,6.9,6.9,6.9,6.9,7,7
"3738","3738",6.4,6.3,6.3,6.4,6.3,6.4,6.3,6.3,6.3,6.4,6.5,6.4
"3739","3739",6.5,6.5,6.5,6.5,6.4,6.4,6.5,6.5,6.5,6.5,6.4,6.5
"3740","3740",7.8,7.9,7.9,7.8,7.9,7.8,7.8,7.8,7.7,7.7,7.7,7.8
"3741","3741",8.4,8.6,8.5,8.5,8.6,8.5,8.5,8.7,8.4,8.5,8.6,8.4
"3742","3742",6.5,6.6,6.5,6.6,6.5,6.6,6.5,6.7,6.5,6.4,6.6,6.7
"3743","3743",8.6,8.5,8.5,8.5,8.5,8.4,8.5,8.4,8.5,8.6,8.6,8.4
"3744","3744",7.5,7.4,7.4,7.4,7.4,7.4,7.5,7.4,7.4,7.3,7.5,7.5
"3745","3745",10,10,10,10,10,10,10,10,10,10,10,10
"3746","3746",7.1,6.9,7,7.1,6.9,7,7,6.9,7.1,7,7,6.9
"3747","3747",6.2,6,6.1,6.1,6.2,6.1,6.1,6.2,6.1,6.2,6.1,6.2
"3748","3748",11,11,11,11,11,11,11,11,11,11,11,11
"3749","3749",7.8,7.9,7.9,7.9,8,7.9,8,7.8,7.8,7.8,7.9,7.8
"3750","3750",11,11,11,11,11,11,11,11,11,11,11,11
"3751","3751",7.6,7.5,7.7,7.7,7.6,7.6,7.6,7.6,7.6,7.5,7.6,7.6
"3752","3752",6.2,6.2,6.2,6.2,6.1,6.2,6.1,6.2,6,6.1,6,6.1
"3753","3753",7,7.1,6.9,7.1,7.1,6.9,7.1,7,7,7.1,6.9,6.9
"3754","3754",6.4,6.4,6.5,6.4,6.4,6.4,6.5,6.3,6.3,6.4,6.3,6.4
"3755","3755",7.1,7.2,7.2,7.1,7,7.1,7.1,7.1,7.2,7.1,7.1,7.1
"3756","3756",6,6,5.9,6,6,5.9,6.1,6,5.9,6,5.9,6
"3757","3757",8.4,8.5,8.4,8.5,8.4,8.5,8.5,8.5,8.4,8.6,8.5,8.4
"3758","3758",7.3,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.5,7.3,7.5,7.3
"3759","3759",6.9,7,7,6.9,6.8,7,7.2,7,7.1,7,7,7
"3760","3760",6.5,6.6,6.5,6.5,6.5,6.6,6.5,6.6,6.5,6.6,6.5,6.5
"3761","3761",7.8,7.8,7.8,8,7.9,7.9,7.9,8,7.9,7.9,8,7.9
"3762","3762",7,7.1,7,7,7.2,7.1,7.1,7.1,7,7.2,7.1,7.1
"3763","3763",7,7,7.1,7,7,7,7,6.9,7.1,7.1,7.1,7.1
"3764","3764",6.2,6.1,6.1,6.3,6.1,6.2,6.2,6.1,6.2,6.2,6.1,6.2
"3765","3765",7.8,7.7,7.6,7.7,7.6,7.8,7.7,7.7,7.7,7.8,7.6,7.7
"3766","3766",7.6,7.5,7.7,7.6,7.6,7.7,7.5,7.6,7.6,7.6,7.7,7.5
"3767","3767",10,10,10,10,10,10,10,10,10,10,10,10
"3768","3768",6.3,6.3,6.4,6.5,6.4,6.3,6.5,6.4,6.4,6.4,6.4,6.4
"3769","3769",10,10,9.9,10,10,10,10,10,10,9.9,9.9,10
"3770","3770",10,11,10,11,10,11,11,11,10,10,11,11
"3771","3771",6.7,6.5,6.7,6.5,6.6,6.7,6.5,6.6,6.7,6.6,6.5,6.6
"3772","3772",8.2,8.1,8,7.9,7.9,8,7.9,7.9,8,8,8.1,8
"3773","3773",6.2,6.1,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.1,6.1,6.2
"3774","3774",7.1,7.2,7.2,7.1,7.1,7.1,7.3,7.2,7.2,7.3,7.3,7.3
"3775","3775",6,6.1,6,6,6,6.1,6,6,6,6,6,6.1
"3776","3776",8.1,8,8.2,8.1,8,8.1,8.1,8.1,8.1,8.1,8.1,8.2
"3777","3777",6.3,6.4,6.2,6.3,6.2,6.2,6.4,6.3,6.3,6.3,6.3,6.2
"3778","3778",11,11,11,11,11,11,11,11,11,11,11,11
"3779","3779",8.4,8.4,8.4,8.4,8.5,8.5,8.4,8.4,8.4,8.4,8.4,8.4
"3780","3780",6.3,6.1,6.1,6.1,6,6.1,6.1,6.1,6.1,6.1,6.1,6.1
"3781","3781",8.5,8.4,8.5,8.4,8.4,8.3,8.4,8.4,8.4,8.4,8.4,8.5
"3782","3782",6.6,6.6,6.7,6.5,6.6,6.6,6.7,6.6,6.6,6.6,6.6,6.6
"3783","3783",7.9,7.9,7.8,7.8,7.8,7.7,7.8,7.8,7.8,7.8,7.8,7.8
"3784","3784",7.3,7.4,7.3,7.3,7.3,7.3,7.4,7.3,7.2,7.2,7.3,7.3
"3785","3785",9.1,9.1,9.1,9,9.3,9.2,9.1,9,9.1,9,9.2,9.1
"3786","3786",8,7.8,7.9,8,8,7.9,7.9,7.9,7.8,8,7.8,7.9
"3787","3787",7.9,7.8,7.9,7.6,7.8,7.8,7.8,7.8,7.8,7.9,7.9,7.7
"3788","3788",7.1,7.1,7.1,7.1,7.1,7.2,7.1,7.1,7.1,7.2,7.1,7.1
"3789","3789",7.5,7.4,7.5,7.5,7.4,7.4,7.4,7.3,7.4,7.4,7.2,7.4
"3790","3790",6.9,7,6.8,6.9,7,6.9,6.9,6.8,7,6.9,6.9,6.9
"3791","3791",6.9,6.8,6.8,6.7,6.6,6.8,6.8,6.8,6.9,6.8,6.8,6.8
"3792","3792",6.6,6.4,6.5,6.5,6.6,6.4,6.5,6.5,6.4,6.6,6.5,6.5
"3793","3793",9.7,9.7,9.7,9.7,9.8,9.7,9.7,9.7,9.8,9.7,9.8,9.6
"3794","3794",6.5,6.5,6.4,6.6,6.5,6.6,6.4,6.5,6.6,6.4,6.4,6.5
"3795","3795",7.5,7.6,7.6,7.7,7.4,7.7,7.6,7.5,7.6,7.6,7.6,7.6
"3796","3796",7.3,7.4,7.5,7.3,7.4,7.4,7.4,7.5,7.4,7.3,7.4,7.3
"3797","3797",7.1,7,7.1,7.1,7,7.2,7,7.1,7.1,7.2,7.2,7
"3798","3798",7.5,7.4,7.3,7.3,7.5,7.4,7.4,7.4,7.4,7.4,7.3,7.4
"3799","3799",6.4,6.4,6.5,6.3,6.4,6.4,6.4,6.4,6.4,6.5,6.5,6.4
"3800","3800",6.1,6,6,6.2,6,6.2,6.1,6.1,6.2,6.1,6.1,6.1
"3801","3801",7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.2,7.3,7.3,7.3,7.3
"3802","3802",7,7.1,6.9,7.1,7,7,7.1,7.1,7.1,7.1,7.1,7.1
"3803","3803",7.2,7.1,7.1,7.2,7.2,7.1,7.2,7.3,7.2,7.2,7.3,7.2
"3804","3804",7.5,7.3,7.4,7.4,7.5,7.4,7.3,7.4,7.5,7.4,7.4,7.4
"3805","3805",8.1,7.9,8,8,8.2,8,8.2,8.2,8.1,8.1,8.2,8.1
"3806","3806",9.4,9.3,9.4,9.3,9.3,9.3,9.3,9.4,9.3,9.2,9.3,9.3
"3807","3807",7.8,7.8,7.9,7.8,7.8,7.8,7.8,7.8,7.9,7.8,7.8,7.8
"3808","3808",6.8,6.9,6.8,6.8,6.8,6.7,6.8,6.7,6.7,6.8,6.9,6.8
"3809","3809",9.4,9.4,9.4,9.5,9.2,9.4,9.4,9.3,9.5,9.5,9.5,9.5
"3810","3810",6.7,6.7,6.7,6.6,6.7,6.8,6.8,6.6,6.7,6.7,6.6,6.6
"3811","3811",9.2,9.3,9.2,9.3,9.1,9.1,9.2,9.1,9.2,9.2,9.2,9.2
"3812","3812",5.9,6.1,5.9,6,5.9,6,5.9,6.1,6,6.1,6,6.1
"3813","3813",6.4,6.3,6.4,6.4,6.5,6.3,6.4,6.5,6.4,6.4,6.5,6.4
"3814","3814",6,6,6,6,6,6,6,5.9,6,6.1,5.9,6
"3815","3815",6.4,6.5,6.5,6.4,6.5,6.5,6.4,6.5,6.5,6.5,6.5,6.4
"3816","3816",7,7,7,7,7.1,7.1,6.9,7.1,6.9,7,7.1,7
"3817","3817",7.3,7.3,7.3,7.3,7.3,7.3,7.2,7.3,7.3,7.2,7.3,7.3
"3818","3818",6.6,6.6,6.7,6.6,6.6,6.6,6.5,6.7,6.6,6.6,6.6,6.5
"3819","3819",8.5,8.3,8.5,8.5,8.3,8.4,8.5,8.3,8.3,8.5,8.5,8.3
"3820","3820",8.9,8.8,8.8,9,8.8,8.9,8.9,8.8,8.9,8.8,8.9,8.8
"3821","3821",9.4,9.5,9.3,9.4,9.4,9.4,9.4,9.5,9.2,9.4,9.2,9.5
"3822","3822",6.2,6.4,6.2,6.3,6.4,6.3,6.4,6.3,6.3,6.4,6.2,6.3
"3823","3823",8.7,8.8,8.9,8.9,8.8,8.8,8.8,8.7,8.8,8.7,8.9,8.8
